ID,Title,Location,Company,Sort,Work
https://www.jobkorea.co.kr/Recruit/GI_Read/42472981,[New 중고나라] 백엔드(JAVA)개발 팀장 채용 (7년 이상),서울,㈜중고나라,쇼핑몰·오픈마켓·소셜커머스,"백엔드개발자,프론트엔드개발자,웹개발자,앱개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42469258,[프로젝트 NV] 클라이언트 프로그래머,경기,㈜넥슨,게임·애니메이션,"게임개발자,3D디자이너"
https://www.jobkorea.co.kr/Recruit/GI_Read/42469241,[프로젝트 NV] 콘솔 프로그래머,경기,㈜넥슨,게임·애니메이션,"게임개발자,3D디자이너"
https://www.jobkorea.co.kr/Recruit/GI_Read/42469211,[DAVE THE DIVER] 클라이언트 프로그래머,경기,㈜넥슨,게임·애니메이션,"게임개발자,3D디자이너"
https://www.jobkorea.co.kr/Recruit/GI_Read/42469192,[FACEPLAY] 테크니컬 프로그래머,경기,㈜넥슨,게임·애니메이션,"게임개발자,3D디자이너"
https://www.jobkorea.co.kr/Recruit/GI_Read/42468978,[메이플스토리M] 클라이언트 프로그래머,경기,㈜넥슨,게임·애니메이션,"게임개발자,3D디자이너"
https://www.jobkorea.co.kr/Recruit/GI_Read/42468737,[워헤이븐] 콘솔 프로그래머,경기,㈜넥슨,게임·애니메이션,게임개발자
https://www.jobkorea.co.kr/Recruit/GI_Read/42468639,[워헤이븐] 서버 프로그래머,경기,㈜넥슨,게임·애니메이션,시스템엔지니어
https://www.jobkorea.co.kr/Recruit/GI_Read/42456726,"[정규직] 웹개발자(PHP, JAVA) 경력직 모집",서울,㈜세일코리아넷,콜센터·아웃소싱·기타,"웹개발자,앱개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42448191,[인텔리전스랩스] 프론트서버개발팀 백엔드 개발자 (Java),경기,㈜넥슨,게임·애니메이션,"웹기획,시스템엔지니어,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42447327,[프로젝트 Nakwon] 클라이언트 프로그래머 (경력),경기,㈜넥슨,게임·애니메이션,게임개발자
https://www.jobkorea.co.kr/Recruit/GI_Read/42447259,[메이플스토리 월드] 코어엔진 프로그래머,경기,㈜넥슨,게임·애니메이션,"백엔드개발자,프론트엔드개발자,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42447243,[메이플스토리월드] 게임로직 프로그래머,경기,㈜넥슨,게임·애니메이션,"백엔드개발자,프론트엔드개발자,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42447220,[메이플스토리 월드] 프론트엔드 프로그래머,경기,㈜넥슨,게임·애니메이션,"백엔드개발자,프론트엔드개발자,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42447208,[메이플스토리 유니버스] 메이플스토리N 게임 서버/클라이언트 프로그래머(C/C++),경기,㈜넥슨,게임·애니메이션,"네트워크엔지니어,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42447183,[메이플스토리월드] 유니티 테크니컬 프로그래머,경기,㈜넥슨,게임·애니메이션,"백엔드개발자,프론트엔드개발자,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42447165,[메이플스토리 월드] 게임서버 프로그래머,경기,㈜넥슨,게임·애니메이션,"백엔드개발자,프론트엔드개발자,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42447095,[워헤이븐] 클라이언트 프로그래머,경기,㈜넥슨,게임·애니메이션,"백엔드개발자,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42446941,[국내메이플] 테크니컬 프로그래머,경기,㈜넥슨,게임·애니메이션,"네트워크엔지니어,보안엔지니어,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42446927,[국내메이플] 게임 프로그래머,경기,㈜넥슨,게임·애니메이션,게임개발자
https://www.jobkorea.co.kr/Recruit/GI_Read/42435104,[컴투버스] 시니어 콘텐츠 서버 프로그래머 (경력),서울,㈜컴투스,게임·애니메이션,"백엔드개발자,시스템엔지니어"
https://www.jobkorea.co.kr/Recruit/GI_Read/42433620,"[청년일자리도약장려금] 각 부문별 담당자 모집 (개발(JAVA),디자인,Database,서버&네트워크)",경기,㈜트루본,솔루션·SI·CRM·ERP,"네트워크엔지니어,DBA,소프트웨어개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42427196,"천재교과서 밀크T HTML 콘텐츠 개발자(자바스크립터, 퍼블리셔) 채용",서울,㈜천재교과서,학원·어학원·교육원,웹퍼블리셔
https://www.jobkorea.co.kr/Recruit/GI_Read/42423586,웹 프로그래머(프론트엔드/백엔드) 모집합니다 (경력1-3년),서울,㈜컴아트시스템,컴퓨터·하드웨어·장비,"백엔드개발자,프론트엔드개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42422231,"천재교육 미디어팀 자바스크립터, 퍼블리셔 채용",서울,㈜천재교육,출판·인쇄·사진,웹퍼블리셔
https://www.jobkorea.co.kr/Recruit/GI_Read/42416019,[디스민즈워] 게임 클라이언트 프로그래머(PC/Console),경기,위메이드,게임·애니메이션,게임개발자
https://www.jobkorea.co.kr/Recruit/GI_Read/42414742,"2.[성수동] JSP, JPA, java, 자바, 쿠폰플랫폼 개발",서울,(주)이컴라인,솔루션·SI·CRM·ERP,"백엔드개발자,웹개발자,시스템엔지니어"
https://www.jobkorea.co.kr/Recruit/GI_Read/42391837,"솔루션 기반 프로그래머(C#, JAVA, Python, Oracle SQL 활용) 및 솔루션 컨설턴트 모집",인천,오상자이엘 ㈜,솔루션·SI·CRM·ERP,"웹개발자,IT컨설팅,바이오·제약연구원"
https://www.jobkorea.co.kr/Recruit/GI_Read/42401794,[서울지사][던파모바일] 캐릭터 클라이언트 프로그래머 모집,서울,㈜네오플,게임·애니메이션,게임개발자
https://www.jobkorea.co.kr/Recruit/GI_Read/42394240,[경력] Java기반 웹/앱 개발자(부산 근무),부산,㈜트리포스,솔루션·SI·CRM·ERP,"웹개발자,앱개발자,소프트웨어개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42393768,[프로젝트 NV] 서버 프로그래머,경기,㈜넥슨,게임·애니메이션,"시스템엔지니어,게임개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42386246,"웹프로그래머 / 응용프로그래머  (신입, 경력) 채용",서울,㈜ 호디,솔루션·SI·CRM·ERP,"프론트엔드개발자,웹개발자,앱개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42378309,[마비노기] 클라이언트 프로그래머,경기,㈜넥슨,게임·애니메이션,게임개발자
https://www.jobkorea.co.kr/Recruit/GI_Read/42374003,2023년 하반기 PLM 구축 JAVA개발자 신입/경력 채용,대전,리치앤타임㈜,솔루션·SI·CRM·ERP,"프론트엔드개발자,웹개발자,시스템엔지니어"
https://www.jobkorea.co.kr/Recruit/GI_Read/42369947,"[LG그룹] ERP (구매,물류) 분석 설계자 및 JAVA 개발자",서울,㈜비즈테크아이,솔루션·SI·CRM·ERP,"PL·PM·PO,웹개발자,소프트웨어개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42367113,SI&SM PE경력자 채용 (IT개발/백엔드/프론트엔드/Java),서울,㈜크레디프,솔루션·SI·CRM·ERP,"백엔드개발자,프론트엔드개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42358869,행복을 코딩할 JAVA 웹개발자 모집(국내여행 플랫폼),서울,㈜플레이스엠,호텔·여행·항공,"웹개발자,앱개발자"
https://www.jobkorea.co.kr/Recruit/GI_Read/42350827,공공기관 그룹웨어 Java 개발 및 유지보수 경력자 채용,서울,㈜정원엔시스,컴퓨터·하드웨어·장비,웹개발자
https://www.jobkorea.co.kr/Recruit/GI_Read/42331378,웹개발자(PHP/JAVA/프론트) 경력직 모집 (강남),서울,㈜캐럿글로벌,학원·어학원·교육원,"프론트엔드개발자,웹개발자,앱개발자"
